SEQ,CREATE_DATE,HEAT_NO,GRADE,STEEL_NAME,SPEC_ABBSYM,CAST_SPEED,STRAND_NO,TOUCH_SETTING,REAL_CUT_LENGTH,EA_WGT,REAL_WEIGHT,SHIFT_ID,ITEM_CODE,STEEL_GRP
8186743,20230705101435,4G8158, , ,0AM3**,0.619,5,8490,8280,5034570,5010,C,BB300,일반강
8186763,20230705101523,4G8158, , ,0AM3**,0.618,2,8490,8400,5034570,5052,C,BB300,일반강
8186783,20230705101610,4G8158, , ,0AM3**,0.619,1,8490,8360,5034570,5078,C,BB300,일반강
8186803,20230705102444,4G8158, , ,0AM3**,0.619,3,8490,8420,5034570,5034,C,BB300,일반강
8186823,20230705102308,4G8158, , ,0AM3**,0.619,6,8490,8420,5034570,5040,C,BB300,일반강
8186843,20230705102357,4G8158, , ,0AM3**,0.618,4,8490,8550,5034570,5062,C,BB300,일반강
8186863,20230705102752,4G8158, , ,0AM3**,0.619,5,8490,8580,5034570,5058,C,BB300,일반강
8186883,20230705102840,4G8158, , ,0AM3**,0.621,2,8490,8660,5034570,5068,C,BB300,일반강
8186903,20230705102927,4G8158, , ,0AM3**,0.347,1,8490,8600,5034570,5080,C,BB300,일반강
8186923,20230705103935,4G8159, , ,0AM3**,0.499,3,8740,8440,5182820,5232,C,BB300,일반강
8186943,20230705103802,4G8159, , ,0AM3**,0.619,6,8740,8420,5182820,5232,C,BB300,일반강
8186963,20230705103849,4G8159, , ,0AM3**,0.619,4,8740,8550,5182820,5230,C,BB300,일반강
8186983,20230705104122,4G8159, , ,0AM3**,0.62,5,8740,8580,5182820,5248,C,BB300,일반강
8187003,20230705104210,4G8159, , ,0AM3**,0.619,2,8740,8660,5182820,5258,C,BB300,일반강
8187023,20230705105251,4G8159, , ,0AM3**,0.618,3,8740,8440,5182820,5238,C,BB300,일반강
8187043,20230705105117,4G8159, , ,0AM3**,0.62,6,8740,8420,5182820,5202,C,BB300,일반강
8187063,20230705105204,4G8159, , ,0AM3**,0.619,4,8740,8550,5182820,5226,C,BB300,일반강
8187083,20230705105510,4G8159, , ,0AM3**,0.62,5,8740,8580,5182820,5262,C,BB300,일반강
8187103,20230705105556,4G8159, , ,0AM3**,0.62,2,8740,8660,5182820,5260,C,BB300,일반강
8187383,20230705112125,4G8159, , ,0AM3**,0,1,8740,,5182820,5272,C,BB300,일반강
8187403,20230705112536,4G8159, , ,0AM3**,0,3,8740,,5182820,5254,C,BB300,일반강
8187423,20230705112623,4G8159, , ,0AM3**,0,2,8740,,5182820,5206,C,BB300,일반강
8187443,20230705112709,4G8159, , ,0AM3**,0,1,8740,,5182820,5238,C,BB300,일반강
8187463,20230705113221,4G8159, , ,0AM3**,0,6,8740,,5182820,5204,C,BB300,일반강
8187483,20230705113307,4G8159, , ,0AM3**,0,5,8740,,5182820,5258,C,BB300,일반강
8187503,20230706015131,4G8159, , ,0AM3**,0,4,8740,,5182820,82,C,BB300,일반강
8187683,20230706020758,4G8160, , ,0AM3**,0.559,5,8780,8940,5206540,5276,D,BB300,일반강
8187703,20230706020833,4G8160, , ,0AM3**,0.56,4,8780,8940,5206540,5284,D,BB300,일반강
8187704,20230706020919,4G8160, , ,0AM3**,0.561,2,8780,8980,5206540,5244,D,BB300,일반강
8187705,20230706021128,4G8160, , ,0AM3**,0.56,3,8780,8940,5206540,5340,D,BB300,일반강
8187723,20230706021217,4G8160, , ,0AM3**,0.561,1,8940,8980,5301420,5268,D,BB300,일반강
8187724,20230706021043,4G8160, , ,0AM3**,0.56,6,8780,8940,5206540,5354,D,BB300,일반강
8187743,20230706022300,4G8160, , ,0AM3**,0.56,5,8940,8940,5301420,5348,D,BB300,일반강
8187763,20230706022433,4G8160, , ,0AM3**,0.556,3,8940,8900,5301420,5394,D,BB300,일반강
8187764,20230706022346,4G8160, , ,0AM3**,0.559,4,8940,8930,5301420,5368,D,BB300,일반강
8187783,20230706022643,4G8160, , ,0AM3**,0.56,2,8980,8980,5325140,5382,D,BB300,일반강
8187803,20230706022555,4G8160, , ,0AM3**,0.56,6,8940,8880,5301420,5390,D,BB300,일반강
8187804,20230706022730,4G8160, , ,0AM3**,0.56,1,8980,9030,5325140,5330,D,BB300,일반강
8187823,20230706023843,4G8160, , ,0AM3**,0.561,5,8980,8940,5325140,5380,D,BB300,일반강
8187824,20230706024019,4G8160, , ,0AM3**,0.559,3,8980,8860,5325140,5408,D,BB300,일반강
8187843,20230706023930,4G8160, , ,0AM3**,0.559,4,8980,8920,5325140,5408,D,BB300,일반강
8187863,20230706024228,4G8160, , ,0AM3**,0.56,2,8980,8950,5325140,5360,D,BB300,일반강
8187864,20230706024140,4G8160, , ,0AM3**,0.563,6,8980,8860,5325140,5406,D,BB300,일반강
8187883,20230706024315,4G8160, , ,0AM3**,0.56,1,8980,9050,5325140,5334,D,BB300,일반강
8187903,20230706025448,4G8160, , ,0AM3**,0.62,3,8980,8860,5325140,5402,D,BB300,일반강
8187904,20230706025313,4G8160, , ,0AM3**,0.621,5,8980,8940,5325140,5368,D,BB300,일반강
8187923,20230706025402,4G8160, , ,0AM3**,0.619,4,8980,8920,5325140,5366,D,BB300,일반강
8187943,20230706025611,4G8160, , ,0AM3**,0.626,6,8980,8830,5325140,5356,D,BB300,일반강
8187944,20230706025658,4G8160, , ,0AM3**,0.619,2,8980,8950,5325140,5330,D,BB300,일반강
8187963,20230706025746,4G8160, , ,0AM3**,0.62,1,8980,9070,5325140,5330,D,BB300,일반강
8187983,20230706030856,4G8161, , ,0AM3**,0.621,3,8980,8830,5325140,5350,D,BB300,일반강
8188003,20230706030809,4G8161, , ,0AM3**,0.621,5,8980,8910,5325140,5334,D,BB300,일반강
8188023,20230706030726,4G8161, , ,0AM3**,0.62,6,8980,8830,5325140,5358,D,BB300,일반강
8188024,20230706031021,4G8161, , ,0AM3**,0.62,4,8980,8890,5325140,5320,D,BB300,일반강
8188043,20230706031106,4G8161, , ,0AM3**,0.62,2,8980,8950,5325140,5312,D,BB300,일반강
8188063,20230706031154,4G8161, , ,0AM3**,0.62,1,8980,9070,5325140,5294,D,BB300,일반강
8188083,20230706032606,4G8161, , ,0AM3**,0.619,1,7020,7110,4162860,4168,D,BB300,일반강
8188103,20230706032311,4G8161, , ,0AM3**,0.618,3,8980,8830,5325140,5314,D,BB300,일반강
8188123,20230706032224,4G8161, , ,0AM3**,0.622,5,8980,8910,5325140,5332,D,BB300,일반강
8188143,20230706032137,4G8161, , ,0AM3**,0.617,6,8980,8830,5325140,5354,D,BB300,일반강
8188144,20230706032433,4G8161, , ,0AM3**,0.619,4,8980,8890,5325140,5316,D,BB300,일반강
8188163,20230706032521,4G8161, , ,0AM3**,0.619,2,8980,8950,5325140,5306,D,BB300,일반강
8188183,20230706033351,4G8161, , ,0AM3**,0.619,1,7020,11930,4162860,4186,D,BB300,일반강
8188203,20230706033306,4G8161, , ,0AM3**,0.619,3,7020,11690,4162860,4198,D,BB300,일반강
8188223,20230706033219,4G8161, , ,0AM3**,0.62,5,7020,7430,4162860,4200,D,BB300,일반강
8188243,20230706033515,4G8161, , ,0AM3**,0.62,6,7020,11690,4162860,4218,D,BB300,일반강
8188244,20230706033558,4G8161, , ,0AM3**,0.619,4,7020,7410,4162860,4200,D,BB300,일반강
8188263,20230706033644,4G8161, , ,0AM3**,0.619,2,7020,7260,4162860,4206,D,BB300,일반강
8188283,20230706034354,4G8161, , ,0AM3**,0.62,5,7500,7430,4447500,4514,D,BB300,일반강
8188303,20230706034440,4G8161, , ,0AM3**,0.621,4,7500,7180,4447500,4494,D,BB300,일반강
8188304,20230706034526,4G8161, , ,0AM3**,0.619,2,7290,7260,4322970,4372,D,BB300,일반강
8188323,20230706035151,4G8161, , ,0AM3**,0.62,1,11840,11920,7021120,7076,D,BB300,일반강
8188343,20230706035106,4G8161, , ,0AM3**,0.62,3,11840,11680,7021120,7146,D,BB300,일반강
8188363,20230706035020,4G8161, , ,0AM3**,0.617,6,11840,11660,7021120,7162,D,BB300,일반강
8188383,20230706035531,4G8162, , ,0SM3**,0.62,5,7290,9710,4322970,4366,D,BB300,일반강
8188403,20230706035617,4G8162, , ,0SM3**,0.62,4,7290,9670,4322970,4334,D,BB300,일반강
8188423,20230706035704,4G8162, , ,0SM3**,0.62,2,7290,9720,4322970,4350,D,BB300,일반강
8188443,20230706040309,4G8162, , ,0SM3**,0.617,1,7290,10120,4322970,4384,D,BB300,일반강
8188463,20230706040224,4G8162, , ,0SM3**,0.619,3,7290,9810,4322970,4312,D,BB300,일반강
8188483,20230706040138,4G8162, , ,0SM3**,0.619,6,7290,9600,4322970,4304,D,BB300,일반강
8188503,20230706041044,4G8162, , ,0SM3**,0.62,5,9780,9630,5799540,5818,D,BB300,일반강
8188523,20230706041130,4G8162, , ,0SM3**,0.619,4,9780,9710,5799540,5856,D,BB300,일반강
8188524,20230706041218,4G8162, , ,0SM3**,0.619,2,9780,9720,5799540,5848,D,BB300,일반강
8188543,20230706041839,4G8162, , ,0SM3**,0.62,1,10070,10100,5971510,5998,D,BB300,일반강
8188544,20230706041754,4G8162, , ,0SM3**,0.62,3,10070,9880,5971510,6052,D,BB300,일반강
8188563,20230706041706,4G8162, , ,0SM3**,0.618,6,9880,9710,5858840,5934,D,BB300,일반강
8188583,20230706042411,4G8162, , ,0SM3**,0.619,5,8410,8260,4987130,5006,D,BB300,일반강
8188603,20230706042459,4G8162, , ,0SM3**,0.619,4,8410,8300,4987130,5028,D,BB300,일반강
8188604,20230706042543,4G8162, , ,0SM3**,0.622,2,8410,8350,4987130,5024,D,BB300,일반강
8188623,20230706043102,4G8162, , ,0SM3**,0.618,3,8410,8220,4987130,5038,D,BB300,일반강
8188643,20230706043147,4G8162, , ,0SM3**,0.62,1,8410,8440,4987130,5010,D,BB300,일반강
8188663,20230706043015,4G8162, , ,0SM3**,0.621,6,8410,8240,4987130,5054,D,BB300,일반강
8188683,20230706043729,4G8162, , ,0SM3**,0.618,5,8410,8260,4987130,5004,D,BB300,일반강
8188684,20230706043815,4G8162, , ,0SM3**,0.619,4,8410,8300,4987130,5022,D,BB300,일반강
8188685,20230706043901,4G8162, , ,0SM3**,0.62,2,8410,8350,4987130,5022,D,BB300,일반강
8188703,20230706044406,4G8162, , ,0SM3**,0.615,3,8410,8550,4987130,5042,D,BB300,일반강
8188723,20230706044452,4G8162, , ,0SM3**,0.617,1,8410,8780,4987130,5006,D,BB300,일반강
8188743,20230706044320,4G8162, , ,0SM3**,0.619,6,8410,8200,4987130,5030,D,BB300,일반강
8188763,20230706045046,4G8163, , ,0SM3**,0.62,5,8410,8630,4987130,5040,D,BB300,일반강
8188783,20230706045132,4G8163, , ,0SM3**,0.62,4,8410,8660,4987130,5048,D,BB300,일반강
8188803,20230706045219,4G8163, , ,0SM3**,0.618,2,8410,8680,4987130,5026,D,BB300,일반강
8188823,20230706045743,4G8163, , ,0SM3**,0.62,3,8740,8530,5182820,5244,D,BB300,일반강
8188843,20230706045656,4G8163, , ,0SM3**,0.619,6,8410,8520,4987130,5034,D,BB300,일반강
8188863,20230706045831,4G8163, , ,0SM3**,0.619,1,8740,8780,5182820,5208,D,BB300,일반강
8188883,20230706050619,4G8163, , ,0SM3**,0.62,5,8740,8630,5182820,5226,D,BB300,일반강
8188903,20230706050707,4G8163, , ,0SM3**,0.62,4,8740,8660,5182820,5248,D,BB300,일반강
8188923,20230706050817,4G8163, , ,0SM3**,0.62,2,8740,8680,5182820,5208,D,BB300,일반강
8188943,20230706051244,4G8163, , ,0SM3**,0.622,3,8740,8530,5182820,5226,D,BB300,일반강
8188963,20230706051155,4G8163, , ,0SM3**,0.62,6,8740,8520,5182820,5228,D,BB300,일반강
8188983,20230706051331,4G8163, , ,0SM3**,0.62,1,8740,8780,5182820,5200,D,BB300,일반강
8189003,20230706051814,4G8163, , ,0SM3**,0.62,5,8740,8630,5182820,5240,D,BB300,일반강
8189023,20230706051902,4G8163, , ,0SM3**,0.619,4,8740,8660,5182820,5250,D,BB300,일반강
8189043,20230706051948,4G8163, , ,0SM3**,0.616,2,8740,8680,5182820,5224,D,BB300,일반강
8189063,20230706052523,4G8163, , ,0SM3**,0.62,3,8740,8530,5182820,5236,D,BB300,일반강
8189083,20230706052436,4G8163, , ,0SM3**,0.62,6,8740,8520,5182820,5210,D,BB300,일반강
8189103,20230706052610,4G8163, , ,0SM3**,0.619,1,8740,8780,5182820,5208,D,BB300,일반강
8189123,20230706053204,4G8163, , ,0SM3**,0.622,5,8740,8630,5182820,5214,D,BB300,일반강
8189143,20230706053250,4G8163, , ,0SM3**,0.619,4,8740,8660,5182820,5240,D,BB300,일반강
8189144,20230706053336,4G8163, , ,0SM3**,0.619,2,8740,8680,5182820,5224,D,BB300,일반강
8189163,20230706053921,4G8163, , ,0SM3**,0.619,3,8740,8530,5182820,5238,D,BB300,일반강
8189183,20230706053834,4G8163, , ,0SM3**,0.62,6,8740,8520,5182820,5228,D,BB300,일반강
8189203,20230706054008,4G8163, , ,0SM3**,0.62,1,8740,8780,5182820,5204,D,BB300,일반강
8189223,20230706054559,4G8163, , ,0SM3**,0.62,5,8740,8630,5182820,5230,D,BB300,일반강
8189243,20230706054645,4G8163, , ,0SM3**,0.619,4,8740,8660,5182820,5258,D,BB300,일반강
8189263,20230706054732,4G8164, , ,0SM3**,0.622,2,8740,8680,5182820,5224,D,BB300,일반강
8189283,20230706055308,4G8164, , ,0SM3**,0.62,3,8740,8520,5182820,5266,D,BB300,일반강
8189303,20230706055222,4G8164, , ,0SM3**,0.62,6,8740,8520,5182820,5250,D,BB300,일반강
8189323,20230706055354,4G8164, , ,0SM3**,0.619,1,8740,8780,5182820,5238,D,BB300,일반강
8189343,20230706060034,4G8164, , ,0SM3**,0.619,5,8740,8610,5182820,5264,D,BB300,일반강
8189363,20230706060120,4G8164, , ,0SM3**,0.62,4,8740,8660,5182820,5294,D,BB300,일반강
8189383,20230706060207,4G8164, , ,0SM3**,0.617,2,8740,8670,5182820,5250,D,BB300,일반강
8189403,20230706060707,4G8164, , ,0SM3**,0.62,3,8740,8490,5182820,5266,D,BB300,일반강
8189423,20230706060619,4G8164, , ,0SM3**,0.619,6,8740,8490,5182820,5252,D,BB300,일반강
8189443,20230706060752,4G8164, , ,0SM3**,0.618,1,8740,8760,5182820,5234,D,BB300,일반강
8189463,20230706061430,4G8164, , ,0SM3**,0.618,5,8740,8590,5182820,5218,D,BB300,일반강
8189483,20230706061515,4G8164, , ,0SM3**,0.618,4,8740,8600,5182820,5242,D,BB300,일반강
8189503,20230706061616,4G8164, , ,0SM3**,0.619,2,8740,8670,5182820,5230,D,BB300,일반강
8189523,20230706062112,4G8164, , ,0SM3**,0.617,3,8740,8460,5182820,5230,D,BB300,일반강
8189543,20230706062024,4G8164, , ,0SM3**,0.626,6,8740,8460,5182820,5226,D,BB300,일반강
8189563,20230706062157,4G8164, , ,0SM3**,0.62,1,8740,8760,5182820,5226,D,BB300,일반강
8189583,20230706062728,4G8164, , ,0SM3**,0.618,5,8740,8590,5182820,5220,D,BB300,일반강
8189603,20230706062814,4G8164, , ,0SM3**,0.619,4,8740,8600,5182820,5234,D,BB300,일반강
8189623,20230706062901,4G8164, , ,0SM3**,0.619,2,8740,8670,5182820,5224,D,BB300,일반강
8189643,20230706063644,4G8164, , ,0SM3**,0.62,3,8740,8460,5182820,5230,D,BB300,일반강
8189663,20230706063557,4G8164, , ,0SM3**,0.616,6,8740,8460,5182820,5196,D,BB300,일반강
8189683,20230706063731,4G8164, , ,0SM3**,0.618,1,8740,8910,5182820,5204,D,BB300,일반강
8189703,20230706064218,4G8164, , ,0SM3**,0.588,5,8740,8750,5182820,5224,D,BB300,일반강
8189723,20230706064307,4G8164, , ,0SM3**,0.588,4,8740,8760,5182820,5228,D,BB300,일반강
8189743,20230706064354,4G8164, , ,0SM3**,0.591,2,8740,8820,5182820,5226,D,BB300,일반강
8189763,20230706064638,4G8164, , ,0SM3**,0.589,6,8740,8620,5182820,5196,D,BB300,일반강
8189764,20230706064726,4G8165, , ,0SM3**,0.59,3,8900,8620,5277700,5316,D,BB300,일반강
8189783,20230706065737,4G8165, , ,0SM3**,0.59,1,8900,8910,5277700,5318,D,BB300,일반강
8189803,20230706065536,4G8165, , ,0SM3**,0.588,5,8900,8750,5277700,5320,D,BB300,일반강
8189823,20230706065650,4G8165, , ,0SM3**,0.589,4,8900,8760,5277700,5324,D,BB300,일반강
8189843,20230706070152,4G8165, , ,0SM3**,0.589,2,8900,8820,5277700,5328,D,BB300,일반강
8189863,20230706070019,4G8165, , ,0SM3**,0.593,6,8900,8620,5277700,5304,D,BB300,일반강
8189883,20230706070107,4G8165, , ,0SM3**,0.589,3,8900,8620,5277700,5316,D,BB300,일반강
8189903,20230706071155,4G8165, , ,0SM3**,0.589,1,8900,8910,5277700,5308,D,BB300,일반강
8189923,20230706071016,4G8165, , ,0SM3**,0.59,5,8900,8750,5277700,5318,D,BB300,일반강
8189943,20230706071110,4G8165, , ,0SM3**,0.589,4,8900,8730,5277700,5284,D,BB300,일반강
8189963,20230706071610,4G8165, , ,0SM3**,0.589,2,8900,8820,5277700,5324,D,BB300,일반강
8189983,20230706071436,4G8165, , ,0SM3**,0.59,6,8900,8620,5277700,5284,D,BB300,일반강
8189984,20230706071524,4G8165, , ,0SM3**,0.591,3,8900,8620,5277700,5312,D,BB300,일반강
8190003,20230706072709,4G8165, , ,0SM3**,0.589,1,8900,8910,5277700,5304,D,BB300,일반강
8190023,20230706072536,4G8165, , ,0SM3**,0.589,5,8900,8750,5277700,5294,D,BB300,일반강
8190043,20230706072622,4G8165, , ,0SM3**,0.59,4,8900,8730,5277700,5296,D,BB300,일반강
8190063,20230706073113,4G8165, , ,0SM3**,0.588,2,8900,8790,5277700,5296,D,BB300,일반강
8190083,20230706073026,4G8165, , ,0SM3**,0.589,3,8900,8610,5277700,5280,D,BB300,일반강
8190084,20230706072857,4G8165, , ,0SM3**,0.59,6,8900,8620,5277700,5280,D,BB300,일반강
8190103,20230706074031,4G8165, , ,0SM3**,0.59,1,8900,8910,5277700,5284,D,BB300,일반강
8190123,20230706073944,4G8165, , ,0SM3**,0.588,5,8900,8730,5277700,5278,D,BB300,일반강
8190143,20230706074242,4G8165, , ,0SM3**,0.589,4,8900,8730,5277700,5276,D,BB300,일반강
8190163,20230706074330,4G8165, , ,0SM3**,0.589,2,8900,8790,5277700,5270,D,BB300,일반강
8190183,20230706074854,4G8166, , ,0SM3**,0.59,3,8900,8620,5277700,5296,D,BB300,일반강
8190184,20230706074806,4G8166, , ,0SM3**,0.587,6,8900,8620,5277700,5292,D,BB300,일반강
8190203,20230706074940,4G8166, , ,0SM3**,0.591,1,8900,8910,5277700,5296,D,BB300,일반강
8190223,20230706075536,4G8166, , ,0SM3**,0.588,5,8900,8730,5277700,5278,D,BB300,일반강
8190243,20230706075623,4G8166, , ,0SM3**,0.59,4,8900,8730,5277700,5294,D,BB300,일반강
8190263,20230706075710,4G8166, , ,0SM3**,0.591,2,8900,8790,5277700,5294,D,BB300,일반강
8190283,20230706075945,4G8166, , ,0SM3**,0.59,3,8900,8620,5277700,5304,D,BB300,일반강
8190284,20230706075858,4G8166, , ,0SM3**,0.589,6,8900,8620,5277700,5298,D,BB300,일반강
8190303,20230706081016,4G8166, , ,0SM3**,0.59,1,8900,8990,5277700,5270,D,BB300,일반강
8190323,20230706080842,4G8166, , ,0SM3**,0.589,5,8900,8810,5277700,5288,D,BB300,일반강
8190343,20230706080930,4G8166, , ,0SM3**,0.589,4,8900,8810,5277700,5268,D,BB300,일반강
8190363,20230706081337,4G8166, , ,0SM3**,0.591,2,8900,8870,5277700,5270,D,BB300,일반강
8190383,20230706081251,4G8166, , ,0SM3**,0.591,3,8900,8700,5277700,5276,D,BB300,일반강
8190384,20230706081203,4G8166, , ,0SM3**,0.592,6,8900,8700,5277700,5288,D,BB300,일반강
8190403,20230706082536,4G8166, , ,0SM3**,0.591,1,8980,8990,5325140,5330,D,BB300,일반강
8190423,20230706082402,4G8166, , ,0SM3**,0.591,5,8980,8810,5325140,5336,D,BB300,일반강
8190443,20230706082449,4G8166, , ,0SM3**,0.589,4,8980,8810,5325140,5334,D,BB300,일반강
8190463,20230706082833,4G8166, , ,0SM3**,0.589,2,8980,8870,5325140,5332,D,BB300,일반강
8190483,20230706082746,4G8166, , ,0SM3**,0.591,3,8980,8700,5325140,5336,D,BB300,일반강
8190503,20230706082658,4G8166, , ,0SM3**,0.589,6,8980,8700,5325140,5324,D,BB300,일반강
8190523,20230706084020,4G8166, , ,0SM3**,0.588,1,8980,9000,5325140,5298,D,BB300,일반강
8190543,20230706083845,4G8166, , ,0SM3**,0.591,5,8980,8820,5325140,5322,D,BB300,일반강
8190563,20230706083932,4G8166, , ,0SM3**,0.59,4,8980,8820,5325140,5318,D,BB300,일반강
8190583,20230706084317,4G8166, , ,0SM3**,0.59,2,8980,8890,5325140,5320,D,BB300,일반강
8190603,20230706084230,4G8166, , ,0SM3**,0.59,3,8980,8720,5325140,5302,D,BB300,일반강
8190623,20230706084142,4G8166, , ,0SM3**,0.589,6,8980,8750,5325140,5322,D,BB300,일반강
8190643,20230706085430,4G8167, , ,0SM3**,0.618,1,8980,9000,5325140,5294,A,BB300,일반강
8190663,20230706085257,4G8167, , ,0SM3**,0.618,5,8980,8820,5325140,5312,A,BB300,일반강
8190683,20230706085343,4G8167, , ,0SM3**,0.62,4,8980,8820,5325140,5312,A,BB300,일반강
8190703,20230706085725,4G8167, , ,0SM3**,0.62,2,8980,8890,5325140,5326,A,BB300,일반강
8190723,20230706085639,4G8167, , ,0SM3**,0.622,3,8980,8720,5325140,5296,A,BB300,일반강
8190743,20230706085552,4G8167, , ,0SM3**,0.622,6,8980,8750,5325140,5316,A,BB300,일반강
8190763,20230706090845,4G8167, , ,0SM3**,0.621,1,8980,9000,5325140,5308,A,BB300,일반강
8190783,20230706090712,4G8167, , ,0SM3**,0.532,5,8980,8820,5325140,5302,A,BB300,일반강
8190803,20230706090759,4G8167, , ,0SM3**,0.529,4,8980,8820,5325140,5300,A,BB300,일반강
8190823,20230706091142,4G8167, , ,0SM3**,0.534,2,8980,8890,5325140,5302,A,BB300,일반강
8190824,20230706091054,4G8167, , ,0SM3**,0.53,3,8980,8720,5325140,5302,A,BB300,일반강
8190843,20230706091007,4G8167, , ,0SM3**,0.53,6,8980,8750,5325140,5324,A,BB300,일반강
8190863,20230706092511,4G8167, , ,0SM3**,0.53,1,8980,9040,5325140,5296,A,BB300,일반강
8190883,20230706092338,4G8167, , ,0SM3**,0.528,5,8980,11830,5325140,5322,A,BB300,일반강
8190903,20230706092425,4G8167, , ,0SM3**,0.528,4,8980,9960,5325140,5320,A,BB300,일반강
8190923,20230706092721,4G8167, , ,0SM3**,0.529,3,8980,9880,5325140,5330,A,BB300,일반강
8190943,20230706092808,4G8167, , ,0SM3**,0.529,2,8980,10010,5325140,5304,A,BB300,일반강
8190963,20230706092633,4G8167, , ,0SM3**,0.527,6,8980,8780,5325140,5314,A,BB300,일반강
8190983,20230706094606,4G8167, , ,0SM3**,0.528,5,10080,9980,5977440,6016,A,BB300,일반강
8191003,20230706094404,4G8167, , ,0SM3**,0.531,1,11950,12000,7086350,7100,A,BB300,일반강
8191023,20230706094317,4G8167, , ,0SM3**,0.649,2,8980,8910,5325140,5342,A,BB300,일반강
8191043,20230706094653,4G8167, , ,0SM3**,0.649,4,10080,8390,5977440,6032,A,BB300,일반강
8191063,20230706094741,4G8167, , ,0SM3**,0.649,3,10080,9880,5977440,6062,A,BB300,일반강
8191083,20230706095032,4G8167, , ,0SM3**,0.649,6,10080,9880,5977440,6066,A,BB300,일반강
8191103,20230706100223,4G8168, , ,0TM3**,0.65,2,8490,8420,5034570,5084,A,BB300,일반강
8191123,20230706100048,4G8168, , ,0TM3**,0.649,4,8490,8390,5034570,5070,A,BB300,일반강
8191143,20230706095727,4G8168, , ,0TM3**,0.648,5,10080,9980,5977440,6032,A,BB300,일반강
8191163,20230706100135,4G8168, , ,0TM3**,0.65,3,8490,8290,5034570,5088,A,BB300,일반강
8191183,20230706095859,4G8168, , ,0TM3**,0.649,1,10080,10130,5977440,6024,A,BB300,일반강
8191203,20230706100346,4G8168, , ,0TM3**,0.649,6,8490,8290,5034570,5086,A,BB300,일반강
8191223,20230706101248,4G8168, , ,0TM3**,0.653,2,8410,8420,4987130,4948,A,BB300,일반강
8191243,20230706101013,4G8168, , ,0TM3**,0.648,4,8410,8390,4987130,4928,A,BB300,일반강
8191244,20230706100926,4G8168, , ,0TM3**,0.651,5,8410,8390,4987130,4950,A,BB300,일반강
8191245,20230706101201,4G8168, , ,0TM3**,0.648,3,8410,8290,4987130,4936,A,BB300,일반강
8191263,20230706101336,4G8168, , ,0TM3**,0.649,1,8410,8540,4987130,4932,A,BB300,일반강
8191264,20230706100839,4G8168, , ,0TM3**,0.648,6,8490,8290,5034570,4974,A,BB300,일반강
8191283,20230706102551,4G8168, , ,0TM3**,0.648,2,8490,8720,5034570,5028,A,BB300,일반강
8191303,20230706102340,4G8168, , ,0TM3**,0.65,4,8490,8690,5034570,4998,A,BB300,일반강
8191323,20230706102253,4G8168, , ,0TM3**,0.649,5,8490,8440,5034570,5002,A,BB300,일반강
8191324,20230706102503,4G8168, , ,0TM3**,0.648,3,8490,8340,5034570,5020,A,BB300,일반강
8191343,20230706102205,4G8168, , ,0TM3**,0.651,6,8410,8340,4987130,4952,A,BB300,일반강
8191363,20230706102638,4G8168, , ,0TM3**,0.649,1,8490,8590,5034570,5008,A,BB300,일반강
8191383,20230706104234,4G8169, , ,0HM3**,0.649,2,8740,8720,5182820,5288,A,BB300,일반강
8191384,20230706103727,4G8169, , ,0HM3**,0.648,3,8490,8590,5034570,5160,A,BB300,일반강
8191385,20230706103641,4G8168, , ,0TM3**,0.65,5,8490,8690,5034570,5122,A,BB300,일반강
8191403,20230706104148,4G8169, , ,0HM3**,0.65,4,8740,8690,5182820,5292,A,BB300,일반강
8191423,20230706103553,4G8168, , ,0TM3**,0.65,6,8490,8590,5034570,5172,A,BB300,일반강
8191443,20230706104026,4G8169, , ,0HM3**,0.649,1,8490,8840,5034570,5124,A,BB300,일반강
8191944,20230707020220,4G8170, , ,0TM3**,0.559,1,8980,8980,5325140,5244,B,BB300,일반강
8191945,20230707020051,4G8170, , ,0TM3**,0.56,3,8980,8980,5325140,5398,B,BB300,일반강
8191963,20230707015900,4G8170, , ,0TM3**,0.557,5,8940,8980,5301420,5342,B,BB300,일반강
8191964,20230707015938,4G8170, , ,0TM3**,0.556,4,8940,8980,5301420,5300,B,BB300,일반강
8191965,20230707020135,4G8170, , ,0TM3**,0.561,2,8980,8980,5325140,5328,B,BB300,일반강
8191983,20230707021323,4G8170, , ,0TM3**,0.557,6,8980,8980,5325140,5442,B,BB300,일반강
8191984,20230707021458,4G8170, , ,0TM3**,0.558,3,8980,8950,5325140,5410,B,BB300,일반강
8192003,20230707021410,4G8170, , ,0TM3**,0.558,5,8980,8980,5325140,5380,B,BB300,일반강
8192004,20230707021754,4G8170, , ,0TM3**,0.555,1,8980,9150,5325140,5370,B,BB300,일반강
8192023,20230707021708,4G8170, , ,0TM3**,0.56,2,8980,9000,5325140,5368,B,BB300,일반강
8192043,20230707021620,4G8170, , ,0TM3**,0.56,4,8980,9020,5325140,5392,B,BB300,일반강
8192063,20230707023024,4G8170, , ,0TM3**,0.588,3,8980,8880,5325140,5376,B,BB300,일반강
8192083,20230707022850,4G8170, , ,0TM3**,0.589,6,8980,8880,5325140,5388,B,BB300,일반강
8192103,20230707022938,4G8170, , ,0TM3**,0.594,5,8980,8970,5325140,5374,B,BB300,일반강
8192123,20230707023321,4G8170, , ,0TM3**,0.59,1,8980,9150,5325140,5374,B,BB300,일반강
