SEQ,HEAT_NO,STRAND_NO,MARKING_CODE,CUT_START_TIME,CUT_END_TIME,MOLD_START_TIME,MOLD_END_TIME,TORCH_LENGTH,CAST_LENGTH,CAST_SPEED,REAL_CUT_LENGTH,WEIGHT
8185124,4G8154,1,4G815411035001O,2023/07/05 05:49:00,2023/07/05 05:52:38,2023/07/05 05:02:53,2023/07/05 05:06:31,10350,182,0.618,10330,6238
8185163,4G8154,6,4G815461035002O,2023/07/05 06:03:55,2023/07/05 06:07:47,2023/07/05 05:18:01,2023/07/05 05:21:53,10350,192,0.621,10060,6178
8185183,4G8154,5,4G815451035002O,2023/07/05 06:04:21,2023/07/05 06:07:57,2023/07/05 05:18:18,2023/07/05 05:21:54,10350,193,0.619,10190,6186
8185143,4G8154,3,4G815431035002O,2023/07/05 06:03:36,2023/07/05 06:07:18,2023/07/05 05:17:33,2023/07/05 05:21:15,10350,193,0.619,10110,6200
8185224,4G8154,4,4G815441035002O,2023/07/05 06:05:33,2023/07/05 06:09:04,2023/07/05 05:19:30,2023/07/05 05:23:01,10350,193,0.619,10260,6218
8185203,4G8154,2,4G815421035002O,2023/07/05 06:04:57,2023/07/05 06:08:31,2023/07/05 05:18:54,2023/07/05 05:22:28,10350,194,0.619,10300,6194
8185223,4G8154,1,4G815411035002O,2023/07/05 06:05:17,2023/07/05 06:08:57,2023/07/05 05:19:10,2023/07/05 05:22:50,10350,192,0.618,10270,6204
8185263,4G8154,6,4G815461035003O,2023/07/05 06:19:59,2023/07/05 06:23:51,2023/07/05 05:34:01,2023/07/05 05:37:53,10350,202,0.62,10060,6162
8185283,4G8154,5,4G815451035003O,2023/07/05 06:20:30,2023/07/05 06:24:07,2023/07/05 05:34:19,2023/07/05 05:37:56,10350,203,0.617,10190,6168
8185243,4G8154,3,4G815431035003O,2023/07/05 06:19:36,2023/07/05 06:23:18,2023/07/05 05:33:38,2023/07/05 05:37:20,10350,203,0.62,10090,6168
8185324,4G8154,4,4G815441035003O,2023/07/05 06:21:48,2023/07/05 06:25:19,2023/07/05 05:35:50,2023/07/05 05:39:21,10350,203,0.62,10230,6180
8185303,4G8154,2,4G815421035003O,2023/07/05 06:21:19,2023/07/05 06:24:52,2023/07/05 05:35:16,2023/07/05 05:38:49,10350,204,0.619,10280,6166
8185323,4G8154,1,4G815411035003O,2023/07/05 06:21:31,2023/07/05 06:25:11,2023/07/05 05:35:33,2023/07/05 05:39:13,10350,203,0.62,10250,6180
8185363,4G8154,6,4G815461035004O,2023/07/05 06:36:00,2023/07/05 06:39:49,2023/07/05 05:50:02,2023/07/05 05:53:51,10350,212,0.62,10060,6152
8185383,4G8154,5,4G815451035004O,2023/07/05 06:36:39,2023/07/05 06:40:16,2023/07/05 05:50:32,2023/07/05 05:54:09,10350,214,0.618,10190,6152
8185343,4G8154,3,4G815431035004O,2023/07/05 06:35:39,2023/07/05 06:39:21,2023/07/05 05:49:36,2023/07/05 05:53:18,10350,213,0.619,10090,6192
8185443,4G8154,4,4G815441035004O,2023/07/05 06:38:06,2023/07/05 06:41:37,2023/07/05 05:52:03,2023/07/05 05:55:34,10350,213,0.619,10230,6220
8185403,4G8154,2,4G815421035004O,2023/07/05 06:37:41,2023/07/05 06:41:14,2023/07/05 05:51:43,2023/07/05 05:55:16,10350,214,0.62,10280,6190
8185423,4G8154,1,4G815411035004O,2023/07/05 06:37:45,2023/07/05 06:41:25,2023/07/05 05:51:56,2023/07/05 05:55:36,10350,213,0.622,10250,6188
8185483,4G8155,6,4G815561035001O,2023/07/05 06:51:58,2023/07/05 06:55:51,2023/07/05 06:06:00,2023/07/05 06:09:53,10350,223,0.62,10040,6194
8185503,4G8155,5,4G815551035001O,2023/07/05 06:52:48,2023/07/05 06:56:26,2023/07/05 06:06:45,2023/07/05 06:10:23,10350,224,0.619,10200,6196
8185463,4G8155,3,4G815531035001O,2023/07/05 06:51:35,2023/07/05 06:55:17,2023/07/05 06:05:55,2023/07/05 06:09:37,10350,223,0.624,10050,6220
8185543,4G8155,4,4G815541035001O,2023/07/05 06:54:16,2023/07/05 06:57:47,2023/07/05 06:08:13,2023/07/05 06:11:44,10350,223,0.619,10150,6186
8185523,4G8155,2,4G815521035001O,2023/07/05 06:54:01,2023/07/05 06:57:35,2023/07/05 06:07:58,2023/07/05 06:11:32,10350,224,0.619,10250,6156
8185524,4G8155,1,4G815511035001O,2023/07/05 06:53:55,2023/07/05 06:57:35,2023/07/05 06:07:52,2023/07/05 06:11:32,10350,223,0.619,10200,6198
8185583,4G8155,6,4G815561035002O,2023/07/05 07:07:51,2023/07/05 07:11:43,2023/07/05 06:21:48,2023/07/05 06:25:40,10350,233,0.619,9980,6128
8185603,4G8155,5,4G815551035002O,2023/07/05 07:08:54,2023/07/05 07:12:30,2023/07/05 06:23:00,2023/07/05 06:26:36,10350,234,0.621,10150,6148
8185563,4G8155,3,4G815531035002O,2023/07/05 07:07:23,2023/07/05 07:11:05,2023/07/05 06:21:34,2023/07/05 06:25:16,10350,233,0.622,9980,6152
8185624,4G8155,4,4G815541035002O,2023/07/05 07:10:23,2023/07/05 07:13:53,2023/07/05 06:24:20,2023/07/05 06:27:50,10350,233,0.619,10120,6154
8185625,4G8155,2,4G815521035002O,2023/07/05 07:10:23,2023/07/05 07:13:55,2023/07/05 06:24:20,2023/07/05 06:27:52,10350,235,0.619,10280,6184
8185623,4G8155,1,4G815511035002O,2023/07/05 07:10:04,2023/07/05 07:13:43,2023/07/05 06:23:57,2023/07/05 06:27:36,10350,233,0.618,10190,6132
8185663,4G8155,6,4G815561035003O,2023/07/05 07:23:45,2023/07/05 07:27:39,2023/07/05 06:37:47,2023/07/05 06:41:41,10350,242,0.62,9980,6162
8185683,4G8155,5,4G815551035003O,2023/07/05 07:25:01,2023/07/05 07:28:37,2023/07/05 06:38:58,2023/07/05 06:42:34,10350,244,0.619,10150,6158
8185643,4G8155,3,4G815531035003O,2023/07/05 07:23:14,2023/07/05 07:26:56,2023/07/05 06:37:11,2023/07/05 06:40:53,10350,242,0.619,9980,6134
8185704,4G8155,4,4G815541035003O,2023/07/05 07:26:32,2023/07/05 07:30:02,2023/07/05 06:40:29,2023/07/05 06:43:59,10350,243,0.619,10120,6142
8185723,4G8155,2,4G815521035003O,2023/07/05 07:26:44,2023/07/05 07:30:16,2023/07/05 06:40:41,2023/07/05 06:44:13,10350,245,0.619,10280,6188
8185703,4G8155,1,4G815511035003O,2023/07/05 07:26:14,2023/07/05 07:29:54,2023/07/05 06:40:20,2023/07/05 06:44:00,10350,243,0.621,10190,6126
8185763,4G8156,6,4G815661035001O,2023/07/05 07:39:39,2023/07/05 07:43:28,2023/07/05 06:53:41,2023/07/05 06:57:30,10350,252,0.62,9980,6204
8185783,4G8156,5,4G815651035001O,2023/07/05 07:41:06,2023/07/05 07:44:42,2023/07/05 06:54:59,2023/07/05 06:58:35,10350,254,0.618,10150,6204
8185743,4G8156,3,4G815631035001O,2023/07/05 07:39:06,2023/07/05 07:42:48,2023/07/05 06:52:46,2023/07/05 06:56:28,10350,252,0.615,9980,6190
8185804,4G8156,4,4G815641035001O,2023/07/05 07:42:41,2023/07/05 07:46:11,2023/07/05 06:56:38,2023/07/05 07:00:08,10350,253,0.619,10120,6160
8185823,4G8156,2,4G815621035001O,2023/07/05 07:43:02,2023/07/05 07:46:34,2023/07/05 06:56:59,2023/07/05 07:00:31,10350,255,0.619,10240,6178
8185803,4G8156,1,4G815611035001O,2023/07/05 07:42:26,2023/07/05 07:46:05,2023/07/05 06:56:37,2023/07/05 07:00:16,10350,253,0.622,10220,6194
8185863,4G8156,6,4G815661035002O,2023/07/05 07:55:35,2023/07/05 07:59:29,2023/07/05 07:09:41,2023/07/05 07:13:35,10350,262,0.621,9980,6184
8185883,4G8156,5,4G815651035002O,2023/07/05 07:57:13,2023/07/05 08:00:49,2023/07/05 07:11:15,2023/07/05 07:14:51,10350,264,0.62,10150,6172
8185843,4G8156,3,4G815631035002O,2023/07/05 07:54:55,2023/07/05 07:58:37,2023/07/05 07:08:57,2023/07/05 07:12:39,10350,262,0.62,9980,6196
8185904,4G8156,4,4G815641035002O,2023/07/05 07:58:50,2023/07/05 08:02:20,2023/07/05 07:12:52,2023/07/05 07:16:22,10350,263,0.62,10120,6180
8185923,4G8156,2,4G815621035002O,2023/07/05 07:59:19,2023/07/05 08:02:52,2023/07/05 07:13:16,2023/07/05 07:16:49,10350,265,0.619,10240,6196
8185903,4G8156,1,4G815611035002O,2023/07/05 07:58:36,2023/07/05 08:02:17,2023/07/05 07:12:51,2023/07/05 07:16:32,10350,263,0.623,10220,6212
8185963,4G8156,6,4G815661035003O,2023/07/05 08:11:27,2023/07/05 08:15:22,2023/07/05 07:25:33,2023/07/05 07:29:28,10350,272,0.621,9950,6128
8185983,4G8156,5,4G815651035003O,2023/07/05 08:13:15,2023/07/05 08:16:52,2023/07/05 07:27:12,2023/07/05 07:30:49,10350,274,0.619,10120,6164
8185943,4G8156,3,4G815631035003O,2023/07/05 08:10:45,2023/07/05 08:14:27,2023/07/05 07:25:00,2023/07/05 07:28:42,10350,272,0.623,9950,6156
8186004,4G8156,4,4G815641035003O,2023/07/05 08:14:54,2023/07/05 08:18:24,2023/07/05 07:28:51,2023/07/05 07:32:21,10350,274,0.619,10090,6120
8186023,4G8156,2,4G815621035003O,2023/07/05 08:15:34,2023/07/05 08:19:06,2023/07/05 07:29:31,2023/07/05 07:33:03,10350,275,0.619,10210,6164
8186003,4G8156,1,4G815611035003O,2023/07/05 08:14:44,2023/07/05 08:18:24,2023/07/05 07:28:50,2023/07/05 07:32:30,10350,273,0.621,10170,6152
8186063,4G8156,6,4G815661035004O,2023/07/05 08:27:20,2023/07/05 08:31:14,2023/07/05 07:41:13,2023/07/05 07:45:07,10350,282,0.618,9950,6126
8186083,4G8156,5,4G815651035004O,2023/07/05 08:29:21,2023/07/05 08:32:58,2023/07/05 07:43:18,2023/07/05 07:46:55,10350,285,0.619,10120,6162
8186043,4G8156,3,4G815631035004O,2023/07/05 08:26:31,2023/07/05 08:30:13,2023/07/05 07:40:28,2023/07/05 07:44:10,10350,282,0.619,9950,6120
8186103,4G8156,4,4G815641035004O,2023/07/05 08:30:59,2023/07/05 08:34:30,2023/07/05 07:44:56,2023/07/05 07:48:27,10350,284,0.619,10090,6136
8186123,4G8156,2,4G815621035004O,2023/07/05 08:31:54,2023/07/05 08:35:26,2023/07/05 07:45:56,2023/07/05 07:49:28,10350,286,0.62,10250,6190
8186104,4G8156,1,4G815611035004O,2023/07/05 08:30:52,2023/07/05 08:34:31,2023/07/05 07:44:54,2023/07/05 07:48:33,10350,283,0.62,10170,6176
8186163,4G8157,6,4G815761035001O,2023/07/05 08:43:12,2023/07/05 08:47:04,2023/07/05 07:57:18,2023/07/05 08:01:10,10350,292,0.621,9950,6134
8186183,4G8157,5,4G815751035001O,2023/07/05 08:45:26,2023/07/05 08:49:02,2023/07/05 07:59:28,2023/07/05 08:03:04,10350,295,0.62,10120,6186
8186143,4G8157,3,4G815731035001O,2023/07/05 08:42:21,2023/07/05 08:46:03,2023/07/05 07:56:18,2023/07/05 08:00:00,10350,292,0.619,9950,6130
8186203,4G8157,4,4G815741035001O,2023/07/05 08:47:04,2023/07/05 08:50:34,2023/07/05 08:01:06,2023/07/05 08:04:36,10350,294,0.62,10090,6162
8186223,4G8157,2,4G815721035001O,2023/07/05 08:48:11,2023/07/05 08:51:44,2023/07/05 08:02:08,2023/07/05 08:05:41,10350,296,0.619,10250,6208
8186204,4G8157,1,4G815711035001O,2023/07/05 08:47:00,2023/07/05 08:50:40,2023/07/05 08:01:02,2023/07/05 08:04:42,10350,293,0.62,10170,6182
8186263,4G8157,6,4G815761035002O,2023/07/05 08:59:02,2023/07/05 09:02:53,2023/07/05 08:13:22,2023/07/05 08:17:13,10350,302,0.624,9950,6138
8186283,4G8157,5,4G815751035002O,2023/07/05 09:01:27,2023/07/05 09:05:04,2023/07/05 08:15:24,2023/07/05 08:19:01,10350,305,0.619,10090,6166
8186243,4G8157,3,4G815731035002O,2023/07/05 08:58:11,2023/07/05 09:01:53,2023/07/05 08:12:08,2023/07/05 08:15:50,10350,302,0.619,9950,6134
8186303,4G8157,4,4G815741035002O,2023/07/05 09:03:10,2023/07/05 09:06:40,2023/07/05 08:17:07,2023/07/05 08:20:37,10350,304,0.619,10090,6156
8186323,4G8157,2,4G815721035002O,2023/07/05 09:04:26,2023/07/05 09:07:58,2023/07/05 08:18:28,2023/07/05 08:22:00,10350,306,0.62,10220,6184
8186304,4G8157,1,4G815711035002O,2023/07/05 09:03:09,2023/07/05 09:06:48,2023/07/05 08:17:02,2023/07/05 08:20:41,10350,303,0.618,10170,6188
8186363,4G8157,6,4G815761035003O,2023/07/05 09:14:56,2023/07/05 09:18:48,2023/07/05 08:28:58,2023/07/05 08:32:50,10350,312,0.62,9950,6150
8186383,4G8157,5,4G815751035003O,2023/07/05 09:17:30,2023/07/05 09:21:06,2023/07/05 08:31:23,2023/07/05 08:34:59,10350,315,0.618,10090,6160
8186343,4G8157,3,4G815731035003O,2023/07/05 09:14:00,2023/07/05 09:17:42,2023/07/05 08:28:02,2023/07/05 08:31:44,10350,312,0.62,9950,6146
8186403,4G8157,4,4G815741035003O,2023/07/05 09:19:16,2023/07/05 09:22:46,2023/07/05 08:33:09,2023/07/05 08:36:39,10350,314,0.618,10090,6160
8186423,4G8157,2,4G815721035003O,2023/07/05 09:20:42,2023/07/05 09:24:15,2023/07/05 08:34:39,2023/07/05 08:38:12,10350,316,0.619,10220,6182
8186404,4G8157,1,4G815711035003O,2023/07/05 09:19:16,2023/07/05 09:22:56,2023/07/05 08:33:18,2023/07/05 08:36:58,10350,313,0.62,10170,6172
8186443,4G8157,3,4G815731035004O,2023/07/05 09:29:51,2023/07/05 09:33:33,2023/07/05 08:43:53,2023/07/05 08:47:35,10350,322,0.62,9970,6166
8186463,4G8158,6,4G815861035001O,2023/07/05 09:30:48,2023/07/05 09:34:38,2023/07/05 08:44:50,2023/07/05 08:48:40,10350,322,0.62,9950,6146
8186483,4G8158,5,4G815851035001O,2023/07/05 09:33:32,2023/07/05 09:37:09,2023/07/05 08:47:38,2023/07/05 08:51:15,10350,325,0.621,10090,6130
8186503,4G8158,4,4G815841035001O,2023/07/05 09:35:20,2023/07/05 09:38:51,2023/07/05 08:49:17,2023/07/05 08:52:48,10350,324,0.619,8230,6160
8186543,4G8158,2,4G815821035001O,2023/07/05 09:36:56,2023/07/05 09:40:29,2023/07/05 08:50:53,2023/07/05 08:54:26,10350,327,0.619,10220,6134
8186523,4G8158,1,4G815811035001O,2023/07/05 09:35:22,2023/07/05 09:39:02,2023/07/05 08:49:19,2023/07/05 08:52:59,10350,324,0.619,10170,6134
8186583,4G8158,6,4G815861035002O,2023/07/05 09:46:39,2023/07/05 09:50:28,2023/07/05 09:00:41,2023/07/05 09:04:30,10350,332,0.62,9950,6144
8186563,4G8158,3,4G815831035001O,2023/07/05 09:45:38,2023/07/05 09:49:20,2023/07/05 08:59:35,2023/07/05 09:03:17,10350,332,0.619,9970,6172
8186623,4G8158,5,4G815851035002O,2023/07/05 09:49:34,2023/07/05 09:53:10,2023/07/05 09:03:31,2023/07/05 09:07:07,10350,335,0.619,10090,6130
8186663,4G8158,1,4G815811035002O,2023/07/05 09:51:29,2023/07/05 09:55:09,2023/07/05 09:05:26,2023/07/05 09:09:06,10350,334,0.619,10170,6154
8186603,4G8158,4,4G815840849002O,2023/07/05 09:48:29,2023/07/05 09:51:59,2023/07/05 09:02:26,2023/07/05 09:05:56,8490,332,0.619,8270,5044
8186643,4G8158,2,4G815820849002O,2023/07/05 09:50:17,2023/07/05 09:53:48,2023/07/05 09:04:19,2023/07/05 09:07:50,8490,335,0.62,8400,5068
8186703,4G8158,6,4G815860849003O,2023/07/05 09:59:35,2023/07/05 10:03:28,2023/07/05 09:13:32,2023/07/05 09:17:25,8490,340,0.619,8140,5036
8186723,4G8158,4,4G815840849003O,2023/07/05 10:01:39,2023/07/05 10:05:10,2023/07/05 09:15:32,2023/07/05 09:19:03,8490,341,0.618,8270,5054
8186683,4G8158,3,4G815830849002O,2023/07/05 09:58:35,2023/07/05 10:02:17,2023/07/05 09:12:32,2023/07/05 09:16:14,8490,340,0.619,8160,5054
8186743,4G8158,5,4G815850849003O,2023/07/05 10:02:43,2023/07/05 10:06:19,2023/07/05 09:16:40,2023/07/05 09:20:16,8490,343,0.619,8280,5010
8186763,4G8158,2,4G815820849003O,2023/07/05 10:03:39,2023/07/05 10:07:12,2023/07/05 09:17:32,2023/07/05 09:21:05,8490,343,0.618,8400,5052
8186783,4G8158,1,4G815810849003O,2023/07/05 10:04:46,2023/07/05 10:08:25,2023/07/05 09:18:43,2023/07/05 09:22:22,8490,342,0.619,8360,5078
8186823,4G8158,6,4G815860849004O,2023/07/05 10:12:36,2023/07/05 10:16:27,2023/07/05 09:26:33,2023/07/05 09:30:24,8490,348,0.619,8420,5040
8186843,4G8158,4,4G815840849004O,2023/07/05 10:14:52,2023/07/05 10:18:22,2023/07/05 09:28:45,2023/07/05 09:32:15,8490,349,0.618,8550,5062
8186803,4G8158,3,4G815830849003O,2023/07/05 10:11:36,2023/07/05 10:15:17,2023/07/05 09:25:33,2023/07/05 09:29:14,8490,348,0.619,8420,5034
8186863,4G8158,5,4G815850849004O,2023/07/05 10:15:56,2023/07/05 10:19:32,2023/07/05 09:29:53,2023/07/05 09:33:29,8490,352,0.619,8580,5058
8186883,4G8158,2,4G815820849004O,2023/07/05 10:17:03,2023/07/05 10:20:35,2023/07/05 09:31:09,2023/07/05 09:34:41,8490,352,0.621,8660,5068
8186903,4G8158,1,4G815810849004O,2023/07/05 10:18:01,2023/07/05 10:21:41,2023/07/05 08:55:53,2023/07/05 08:59:33,8490,350,0.347,8600,5080
8186943,4G8159,6,4G815960874001O,2023/07/05 10:26:03,2023/07/05 10:29:57,2023/07/05 09:40:00,2023/07/05 09:43:54,8740,356,0.619,8420,5232
8186963,4G8159,4,4G815940874001O,2023/07/05 10:29:06,2023/07/05 10:32:37,2023/07/05 09:43:03,2023/07/05 09:46:34,8740,355,0.619,8550,5230
8186923,4G8159,3,4G815930874001O,2023/07/05 10:25:02,2023/07/05 10:28:44,2023/07/05 09:27:55,2023/07/05 09:31:37,8740,356,0.499,8440,5232
8186983,4G8159,5,4G815950874001O,2023/07/05 10:30:10,2023/07/05 10:33:46,2023/07/05 09:44:12,2023/07/05 09:47:48,8740,357,0.62,8580,5248
8187003,4G8159,2,4G815920874001O,2023/07/05 10:31:00,2023/07/05 10:34:34,2023/07/05 09:44:57,2023/07/05 09:48:31,8740,356,0.619,8660,5258
8187043,4G8159,6,4G815960874001O,2023/07/05 10:40:11,2023/07/05 10:44:06,2023/07/05 09:54:13,2023/07/05 09:58:08,8740,356,0.62,8420,5202
8187063,4G8159,4,4G815940874002O,2023/07/05 10:42:47,2023/07/05 10:46:17,2023/07/05 09:56:44,2023/07/05 10:00:14,8740,355,0.619,8550,5226
8187023,4G8159,3,4G815930874001O,2023/07/05 10:38:51,2023/07/05 10:42:33,2023/07/05 09:52:44,2023/07/05 09:56:26,8740,356,0.618,8440,5238
8187083,4G8159,5,4G815950874002O,2023/07/05 10:43:50,2023/07/05 10:47:26,2023/07/05 09:57:52,2023/07/05 10:01:28,8740,357,0.62,8580,5262
8187103,4G8159,2,4G815920874002O,2023/07/05 10:44:49,2023/07/05 10:48:23,2023/07/05 09:58:51,2023/07/05 10:02:25,8740,356,0.62,8660,5260
8187383,4G8159,1,4G815910874002O,,,,,8740,,0,,5272
8187403,4G8159,3,4G815930874003O,,,,,8740,,0,,5254
8187423,4G8159,2,4G815920874004O,,,,,8740,,0,,5206
8187443,4G8159,1,4G815910874003O,,,,,8740,,0,,5238
8187463,4G8159,6,4G815960874003O,,,,,8740,,0,,5204
8187483,4G8159,5,4G815950874003O,,,,,8740,,0,,5258
8187503,4G8159,4,4G815940874003O,,,,,8740,,0,,82
8187683,4G8160,5,4G816050878002O,2023/07/06 01:57:49,2023/07/06 02:01:45,2023/07/06 01:06:50,2023/07/06 01:10:46,8780,41,0.559,8940,5276
8187703,4G8160,4,4G816040878002O,2023/07/06 01:58:11,2023/07/06 02:01:57,2023/07/06 01:07:17,2023/07/06 01:11:03,8780,41,0.56,8940,5284
8187704,4G8160,2,4G816020878002O,2023/07/06 01:58:10,2023/07/06 02:02:02,2023/07/06 01:07:22,2023/07/06 01:11:14,8780,41,0.561,8980,5244
8187724,4G8160,6,4G816060878002O,2023/07/06 01:58:24,2023/07/06 02:02:33,2023/07/06 01:07:30,2023/07/06 01:11:39,8780,41,0.56,8940,5354
8187705,4G8160,3,4G816030878002O,2023/07/06 01:58:02,2023/07/06 02:02:06,2023/07/06 01:07:08,2023/07/06 01:11:12,8780,41,0.56,8940,5340
8187723,4G8160,1,4G816010894002O,2023/07/06 01:58:29,2023/07/06 02:02:24,2023/07/06 01:07:41,2023/07/06 01:11:36,8940,41,0.561,8980,5268
8187743,4G8160,5,4G816050894003O,2023/07/06 02:13:30,2023/07/06 02:17:18,2023/07/06 01:22:36,2023/07/06 01:26:24,8940,50,0.56,8940,5348
8187764,4G8160,4,4G816040894003O,2023/07/06 02:13:51,2023/07/06 02:17:34,2023/07/06 01:22:52,2023/07/06 01:26:35,8940,50,0.559,8930,5368
8187763,4G8160,3,4G816030894003O,2023/07/06 02:13:33,2023/07/06 02:17:34,2023/07/06 01:22:17,2023/07/06 01:26:18,8940,50,0.556,8900,5394
8187803,4G8160,6,4G816060894003O,2023/07/06 02:13:58,2023/07/06 02:18:07,2023/07/06 01:23:04,2023/07/06 01:27:13,8940,50,0.56,8880,5390
8187783,4G8160,2,4G816020898003O,2023/07/06 02:13:56,2023/07/06 02:17:49,2023/07/06 01:23:02,2023/07/06 01:26:55,8980,50,0.56,8980,5382
8187804,4G8160,1,4G816010898003O,2023/07/06 02:14:14,2023/07/06 02:18:08,2023/07/06 01:23:20,2023/07/06 01:27:14,8980,50,0.56,9030,5330
8187823,4G8160,5,4G816050898004O,2023/07/06 02:29:12,2023/07/06 02:33:02,2023/07/06 01:38:24,2023/07/06 01:42:14,8980,59,0.561,8940,5380
8187843,4G8160,4,4G816040898004O,2023/07/06 02:29:34,2023/07/06 02:33:18,2023/07/06 01:38:35,2023/07/06 01:42:19,8980,59,0.559,8920,5408
8187824,4G8160,3,4G816030898004O,2023/07/06 02:29:07,2023/07/06 02:33:04,2023/07/06 01:38:08,2023/07/06 01:42:05,8980,59,0.559,8860,5408
8187864,4G8160,6,4G816060898004O,2023/07/06 02:29:33,2023/07/06 02:33:42,2023/07/06 01:38:56,2023/07/06 01:43:05,8980,59,0.563,8860,5406
8187863,4G8160,2,4G816020898004O,2023/07/06 02:29:41,2023/07/06 02:33:33,2023/07/06 01:38:47,2023/07/06 01:42:39,8980,59,0.56,8950,5360
8187883,4G8160,1,4G816010898004O,2023/07/06 02:30:00,2023/07/06 02:33:54,2023/07/06 01:39:06,2023/07/06 01:43:00,8980,59,0.56,9050,5334
8187904,4G8160,5,4G816050898005O,2023/07/06 02:43:56,2023/07/06 02:47:33,2023/07/06 01:58:02,2023/07/06 02:01:39,8980,68,0.621,8940,5368
8187923,4G8160,4,4G816040898005O,2023/07/06 02:44:18,2023/07/06 02:47:49,2023/07/06 01:58:15,2023/07/06 02:01:46,8980,68,0.619,8920,5366
8187903,4G8160,3,4G816030898005O,2023/07/06 02:43:43,2023/07/06 02:47:25,2023/07/06 01:57:45,2023/07/06 02:01:27,8980,68,0.62,8860,5402
8187943,4G8160,6,4G816060898005O,2023/07/06 02:44:08,2023/07/06 02:47:56,2023/07/06 01:58:36,2023/07/06 02:02:24,8980,68,0.626,8830,5356
8187944,4G8160,2,4G816020898005O,2023/07/06 02:44:24,2023/07/06 02:47:58,2023/07/06 01:58:21,2023/07/06 02:01:55,8980,68,0.619,8950,5330
8187963,4G8160,1,4G816010898005O,2023/07/06 02:44:43,2023/07/06 02:48:23,2023/07/06 01:58:45,2023/07/06 02:02:25,8980,68,0.62,9070,5330
8188023,4G8161,6,4G816160898001O,2023/07/06 02:58:09,2023/07/06 03:01:59,2023/07/06 02:12:11,2023/07/06 02:16:01,8980,77,0.62,8830,5358
8188003,4G8161,5,4G816150898001O,2023/07/06 02:58:05,2023/07/06 03:01:41,2023/07/06 02:12:11,2023/07/06 02:15:47,8980,77,0.621,8910,5334
8187983,4G8161,3,4G816130898001O,2023/07/06 02:57:44,2023/07/06 03:01:26,2023/07/06 02:11:50,2023/07/06 02:15:32,8980,77,0.621,8830,5350
8188024,4G8161,4,4G816140898001O,2023/07/06 02:58:28,2023/07/06 03:02:00,2023/07/06 02:12:30,2023/07/06 02:16:02,8980,77,0.62,8890,5320
8188043,4G8161,2,4G816120898001O,2023/07/06 02:58:38,2023/07/06 03:02:12,2023/07/06 02:12:40,2023/07/06 02:16:14,8980,77,0.62,8950,5312
8188063,4G8161,1,4G816110898001O,2023/07/06 02:59:00,2023/07/06 03:02:39,2023/07/06 02:13:02,2023/07/06 02:16:41,8980,77,0.62,9070,5294
8188143,4G8161,6,4G816160898002O,2023/07/06 03:12:14,2023/07/06 03:16:06,2023/07/06 02:26:03,2023/07/06 02:29:55,8980,86,0.617,8830,5354
8188123,4G8161,5,4G816150898002O,2023/07/06 03:12:14,2023/07/06 03:15:50,2023/07/06 02:26:25,2023/07/06 02:30:01,8980,86,0.622,8910,5332
8188103,4G8161,3,4G816130898002O,2023/07/06 03:11:46,2023/07/06 03:15:28,2023/07/06 02:25:39,2023/07/06 02:29:21,8980,86,0.618,8830,5314
8188144,4G8161,4,4G816140898002O,2023/07/06 03:12:38,2023/07/06 03:16:09,2023/07/06 02:26:35,2023/07/06 02:30:06,8980,86,0.619,8890,5316
8188163,4G8161,2,4G816120898002O,2023/07/06 03:12:53,2023/07/06 03:16:26,2023/07/06 02:26:50,2023/07/06 02:30:23,8980,86,0.619,8950,5306
8188083,4G8161,1,4G816110702002O,2023/07/06 03:10:14,2023/07/06 03:13:53,2023/07/06 02:24:11,2023/07/06 02:27:50,7020,84,0.619,7110,4168
8188223,4G8161,5,4G816150702003O,2023/07/06 03:23:16,2023/07/06 03:26:52,2023/07/06 02:37:18,2023/07/06 02:40:54,7020,93,0.62,7430,4200
8188203,4G8161,3,4G816130702003O,2023/07/06 03:22:39,2023/07/06 03:26:21,2023/07/06 02:36:36,2023/07/06 02:40:18,7020,92,0.619,11690,4198
8188183,4G8161,1,4G816110702003O,2023/07/06 03:21:27,2023/07/06 03:25:06,2023/07/06 02:35:24,2023/07/06 02:39:03,7020,91,0.619,11930,4186
8188243,4G8161,6,4G816160702003O,2023/07/06 03:23:09,2023/07/06 03:27:01,2023/07/06 02:37:11,2023/07/06 02:41:03,7020,92,0.62,11690,4218
8188244,4G8161,4,4G816140702003O,2023/07/06 03:23:42,2023/07/06 03:27:14,2023/07/06 02:37:39,2023/07/06 02:41:11,7020,93,0.619,7410,4200
8188263,4G8161,2,4G816120702003O,2023/07/06 03:24:00,2023/07/06 03:27:34,2023/07/06 02:37:57,2023/07/06 02:41:31,7020,93,0.619,7260,4206
8188283,4G8161,5,4G816150750004O,2023/07/06 03:35:03,2023/07/06 03:38:39,2023/07/06 02:49:05,2023/07/06 02:52:41,7500,100,0.62,7430,4514
8188303,4G8161,4,4G816140750004O,2023/07/06 03:35:30,2023/07/06 03:39:02,2023/07/06 02:49:36,2023/07/06 02:53:08,7500,100,0.621,7180,4494
8188304,4G8161,2,4G816120729004O,2023/07/06 03:35:33,2023/07/06 03:39:07,2023/07/06 02:49:30,2023/07/06 02:53:04,7290,100,0.619,7260,4372
